COORD_ORIGEN,DPTO_ORIGEN,id_origen,COORD_DESTINO,DPTO_DESTINO,id_destino,LAT_ORIGEN,LONG_ORIGEN,LAT_DESTINO,LONG_DESTINO
"-32.91424,-68.78",jesus nazareno,33,"-32.82836,-68.816",El Resguargo,26,-32.91424,-68.78,-32.82836,-68.816
"-32.91424,-68.78",jesus nazareno,33,"-32.86931,-68.76",El Sauce,27,-32.91424,-68.78,-32.86931,-68.76
"-32.91424,-68.78",jesus nazareno,33,"-32.85674,-68.809",El Zapallar,28,-32.91424,-68.78,-32.85674,-68.809
"-32.91424,-68.78",jesus nazareno,33,"-33.01207,-68.695",Fray Luis Beltran,29,-32.91424,-68.78,-33.01207,-68.695
"-32.91424,-68.78",jesus nazareno,33,"-32.95489,-68.819",General Gutierrez,30,-32.91424,-68.78,-32.95489,-68.819
"-32.91424,-68.78",jesus nazareno,33,"-32.94584,-68.719",General Ortega,31,-32.91424,-68.78,-32.94584,-68.719
"-32.91424,-68.78",jesus nazareno,33,"-32.94208,-68.86",Gobernador Venegas,32,-32.91424,-68.78,-32.94208,-68.86
"-32.91424,-68.78",jesus nazareno,33,"-32.91662,-68.737",KM11,34,-32.91424,-68.78,-32.91662,-68.737
"-32.91424,-68.78",jesus nazareno,33,"-32.92745,-68.716",KM8,35,-32.91424,-68.78,-32.92745,-68.716
"-32.91424,-68.78",jesus nazareno,33,"-32.91965,-68.681",La Primavera (Gy),36,-32.91424,-68.78,-32.91965,-68.681
"-32.91424,-68.78",jesus nazareno,33,"-32.96007,-68.854",La Puntilla,37,-32.91424,-68.78,-32.96007,-68.854
"-32.91424,-68.78",jesus nazareno,33,"-32.90863,-68.821",Las Canas,38,-32.91424,-68.78,-32.90863,-68.821
"-32.91424,-68.78",jesus nazareno,33,"-33.01647,-68.933",Las compuertas,39,-32.91424,-68.78,-33.01647,-68.933
"-32.91424,-68.78",jesus nazareno,33,"-32.95344,-68.824",Las Totugas,40,-32.91424,-68.78,-32.95344,-68.824
"-32.91424,-68.78",jesus nazareno,33,"-32.89755,-68.681",Los Corralitos,41,-32.91424,-68.78,-32.89755,-68.681
"-32.91424,-68.78",jesus nazareno,33,"-33.03072,-68.855",Lunlunta,42,-32.91424,-68.78,-33.03072,-68.855
"-32.91424,-68.78",jesus nazareno,33,"-32.95332,-68.819",Luzuriaga,43,-32.91424,-68.78,-32.95332,-68.819
"-32.91424,-68.78",jesus nazareno,33,"-32.9677,-68.833",Maipu,44,-32.91424,-68.78,-32.9677,-68.833
"-32.91424,-68.78",jesus nazareno,33,"-33.02901,-68.856",Mayor Drummond,45,-32.91424,-68.78,-33.02901,-68.856
"-32.91424,-68.78",jesus nazareno,33,"-32.90021,-68.868",Novena seccion,46,-32.91424,-68.78,-32.90021,-68.868
"-32.91424,-68.78",jesus nazareno,33,"-32.89188,-68.801",Nueva Ciudad,47,-32.91424,-68.78,-32.89188,-68.801
"-32.91424,-68.78",jesus nazareno,33,"-32.86404,-68.861",Octava seccion,48,-32.91424,-68.78,-32.86404,-68.861
"-32.91424,-68.78",jesus nazareno,33,"-32.8378,-68.827",Panquehua,49,-32.91424,-68.78,-32.8378,-68.827
"-32.91424,-68.78",jesus nazareno,33,"-32.87572,-68.816",Pedro Molina,50,-32.91424,-68.78,-32.87572,-68.816
"-32.91424,-68.78",jesus nazareno,33,"-33.05575,-68.872",Perdriel,51,-32.91424,-68.78,-33.05575,-68.872
"-32.91424,-68.78",jesus nazareno,33,"-32.94225,-68.864",Presidente Sarmiento,52,-32.91424,-68.78,-32.94225,-68.864
"-32.91424,-68.78",jesus nazareno,33,"-32.88741,-68.842",Primera Seccion,53,-32.91424,-68.78,-32.88741,-68.842
"-32.91424,-68.78",jesus nazareno,33,"-32.86914,-68.681",Puente de Hierro,54,-32.91424,-68.78,-32.86914,-68.681
"-32.91424,-68.78",jesus nazareno,33,"-32.89778,-68.854",Quinta seccion,55,-32.91424,-68.78,-32.89778,-68.854
"-32.91424,-68.78",jesus nazareno,33,"-32.91688,-68.741",Rodeo de La Cruz,56,-32.91424,-68.78,-32.91688,-68.741
"-32.91424,-68.78",jesus nazareno,33,"-32.9765,-68.688",Rodeo del medio,57,-32.91424,-68.78,-32.9765,-68.688
"-32.91424,-68.78",jesus nazareno,33,"-33.0051,-68.778",Russel,58,-32.91424,-68.78,-33.0051,-68.778
"-32.91424,-68.78",jesus nazareno,33,"-32.92941,-68.827",San Francisco del Monte,59,-32.91424,-68.78,-32.92941,-68.827
"-32.91424,-68.78",jesus nazareno,33,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-32.91424,-68.78,-32.92213,-68.823
"-32.91424,-68.78",jesus nazareno,33,"-32.89165,-68.83",San Jose(Gy),61,-32.91424,-68.78,-32.89165,-68.83
"-32.91424,-68.78",jesus nazareno,33,"-32.89585,-68.838",Segunda seccion,62,-32.91424,-68.78,-32.89585,-68.838
"-32.91424,-68.78",jesus nazareno,33,"-32.86414,-68.859",Septima seccion,63,-32.91424,-68.78,-32.86414,-68.859
"-32.91424,-68.78",jesus nazareno,33,"-32.86417,-68.859",Sexta seccion,64,-32.91424,-68.78,-32.86417,-68.859
"-32.91424,-68.78",jesus nazareno,33,"-32.89138,-68.832",Tercera seccion,65,-32.91424,-68.78,-32.89138,-68.832
"-32.91424,-68.78",jesus nazareno,33,"-32.90409,-68.786",Villa Nueva,66,-32.91424,-68.78,-32.90409,-68.786
"-32.91424,-68.78",jesus nazareno,33,"-33.00842,-68.905",Vistalba,67,-32.91424,-68.78,-33.00842,-68.905
"-32.91662,-68.737",KM11,34,"-33.05324,-68.774",Barrancas,1,-32.91662,-68.737,-33.05324,-68.774
"-32.91662,-68.737",KM11,34,"-32.88204,-68.789",Belgrano,2,-32.91662,-68.737,-32.88204,-68.789
"-32.91662,-68.737",KM11,34,"-32.87568,-68.789",Bermejo,3,-32.91662,-68.737,-32.87568,-68.789
"-32.91662,-68.737",KM11,34,"-32.90076,-68.759",Buena Nueva,4,-32.91662,-68.737,-32.90076,-68.759
"-32.91662,-68.737",KM11,34,"-32.79679,-68.816",Capdevilla,5,-32.91662,-68.737,-32.79679,-68.816
"-32.91662,-68.737",KM11,34,"-32.90212,-68.761",Capilla del Rosario,6,-32.91662,-68.737,-32.90212,-68.761
"-32.91662,-68.737",KM11,34,"-32.96722,-68.835",Carrodilla,7,-32.91662,-68.737,-32.96722,-68.835
"-32.91662,-68.737",KM11,34,"-32.98629,-68.872",Chacras de Coria,8,-32.91662,-68.737,-32.98629,-68.872
"-32.91662,-68.737",KM11,34,"-32.86246,-68.859",Cieneguita,9,-32.91662,-68.737,-32.86246,-68.859
"-32.91662,-68.737",KM11,34,"-33.03039,-68.857",Ciudad (L),10,-32.91662,-68.737,-33.03039,-68.857
"-32.91662,-68.737",KM11,34,"-32.85997,-68.838",Ciudad (LH),11,-32.91662,-68.737,-32.85997,-68.838
"-32.91662,-68.737",KM11,34,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.91662,-68.737,-32.91051,-68.864
"-32.91662,-68.737",KM11,34,"-32.84074,-68.689",Colonia Segovia,13,-32.91662,-68.737,-32.84074,-68.689
"-32.91662,-68.737",KM11,34,"-32.99242,-68.748",Coquimbito,14,-32.91662,-68.737,-32.99242,-68.748
"-32.91662,-68.737",KM11,34,"-33.01568,-68.836",Cruz de Piedra,15,-32.91662,-68.737,-33.01568,-68.836
"-32.91662,-68.737",KM11,34,"-32.87931,-68.836",Cuarta seccion,16,-32.91662,-68.737,-32.87931,-68.836
"-32.91662,-68.737",KM11,34,"-32.89804,-68.831",Decima Seccion,17,-32.91662,-68.737,-32.89804,-68.831
"-32.91662,-68.737",KM11,34,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.91662,-68.737,-32.87049,-68.92
"-32.91662,-68.737",KM11,34,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.91662,-68.737,-32.88612,-68.916
"-32.91662,-68.737",KM11,34,"-32.88484,-68.917",Dorrego,20,-32.91662,-68.737,-32.88484,-68.917
"-32.91662,-68.737",KM11,34,"-32.84084,-68.8",El Algarrobal,21,-32.91662,-68.737,-32.84084,-68.8
"-32.91662,-68.737",KM11,34,"-32.8316,-68.763",El Borbollon,22,-32.91662,-68.737,-32.8316,-68.763
"-32.91662,-68.737",KM11,34,"-32.8625,-68.861",El challao,23,-32.91662,-68.737,-32.8625,-68.861
"-32.91662,-68.737",KM11,34,"-32.78552,-68.754",El Pastal,24,-32.91662,-68.737,-32.78552,-68.754
"-32.91662,-68.737",KM11,34,"-32.84099,-68.812",El Plumerillo,25,-32.91662,-68.737,-32.84099,-68.812
"-32.91662,-68.737",KM11,34,"-32.82836,-68.816",El Resguargo,26,-32.91662,-68.737,-32.82836,-68.816
"-32.91662,-68.737",KM11,34,"-32.86931,-68.76",El Sauce,27,-32.91662,-68.737,-32.86931,-68.76
"-32.91662,-68.737",KM11,34,"-32.85674,-68.809",El Zapallar,28,-32.91662,-68.737,-32.85674,-68.809
"-32.91662,-68.737",KM11,34,"-33.01207,-68.695",Fray Luis Beltran,29,-32.91662,-68.737,-33.01207,-68.695
"-32.91662,-68.737",KM11,34,"-32.95489,-68.819",General Gutierrez,30,-32.91662,-68.737,-32.95489,-68.819
"-32.91662,-68.737",KM11,34,"-32.94584,-68.719",General Ortega,31,-32.91662,-68.737,-32.94584,-68.719
"-32.91662,-68.737",KM11,34,"-32.94208,-68.86",Gobernador Venegas,32,-32.91662,-68.737,-32.94208,-68.86
"-32.91662,-68.737",KM11,34,"-32.91424,-68.78",jesus nazareno,33,-32.91662,-68.737,-32.91424,-68.78
"-32.91662,-68.737",KM11,34,"-32.92745,-68.716",KM8,35,-32.91662,-68.737,-32.92745,-68.716
"-32.91662,-68.737",KM11,34,"-32.91965,-68.681",La Primavera (Gy),36,-32.91662,-68.737,-32.91965,-68.681
"-32.91662,-68.737",KM11,34,"-32.96007,-68.854",La Puntilla,37,-32.91662,-68.737,-32.96007,-68.854
"-32.91662,-68.737",KM11,34,"-32.90863,-68.821",Las Canas,38,-32.91662,-68.737,-32.90863,-68.821
"-32.91662,-68.737",KM11,34,"-33.01647,-68.933",Las compuertas,39,-32.91662,-68.737,-33.01647,-68.933
"-32.91662,-68.737",KM11,34,"-32.95344,-68.824",Las Totugas,40,-32.91662,-68.737,-32.95344,-68.824
"-32.91662,-68.737",KM11,34,"-32.89755,-68.681",Los Corralitos,41,-32.91662,-68.737,-32.89755,-68.681
"-32.91662,-68.737",KM11,34,"-33.03072,-68.855",Lunlunta,42,-32.91662,-68.737,-33.03072,-68.855
"-32.91662,-68.737",KM11,34,"-32.95332,-68.819",Luzuriaga,43,-32.91662,-68.737,-32.95332,-68.819
"-32.91662,-68.737",KM11,34,"-32.9677,-68.833",Maipu,44,-32.91662,-68.737,-32.9677,-68.833
"-32.91662,-68.737",KM11,34,"-33.02901,-68.856",Mayor Drummond,45,-32.91662,-68.737,-33.02901,-68.856
"-32.91662,-68.737",KM11,34,"-32.90021,-68.868",Novena seccion,46,-32.91662,-68.737,-32.90021,-68.868
"-32.91662,-68.737",KM11,34,"-32.89188,-68.801",Nueva Ciudad,47,-32.91662,-68.737,-32.89188,-68.801
"-32.91662,-68.737",KM11,34,"-32.86404,-68.861",Octava seccion,48,-32.91662,-68.737,-32.86404,-68.861
"-32.91662,-68.737",KM11,34,"-32.8378,-68.827",Panquehua,49,-32.91662,-68.737,-32.8378,-68.827
"-32.91662,-68.737",KM11,34,"-32.87572,-68.816",Pedro Molina,50,-32.91662,-68.737,-32.87572,-68.816
"-32.91662,-68.737",KM11,34,"-33.05575,-68.872",Perdriel,51,-32.91662,-68.737,-33.05575,-68.872
"-32.91662,-68.737",KM11,34,"-32.94225,-68.864",Presidente Sarmiento,52,-32.91662,-68.737,-32.94225,-68.864
"-32.91662,-68.737",KM11,34,"-32.88741,-68.842",Primera Seccion,53,-32.91662,-68.737,-32.88741,-68.842
"-32.91662,-68.737",KM11,34,"-32.86914,-68.681",Puente de Hierro,54,-32.91662,-68.737,-32.86914,-68.681
"-32.91662,-68.737",KM11,34,"-32.89778,-68.854",Quinta seccion,55,-32.91662,-68.737,-32.89778,-68.854
"-32.91662,-68.737",KM11,34,"-32.91688,-68.741",Rodeo de La Cruz,56,-32.91662,-68.737,-32.91688,-68.741
"-32.91662,-68.737",KM11,34,"-32.9765,-68.688",Rodeo del medio,57,-32.91662,-68.737,-32.9765,-68.688
"-32.91662,-68.737",KM11,34,"-33.0051,-68.778",Russel,58,-32.91662,-68.737,-33.0051,-68.778
"-32.91662,-68.737",KM11,34,"-32.92941,-68.827",San Francisco del Monte,59,-32.91662,-68.737,-32.92941,-68.827
"-32.91662,-68.737",KM11,34,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-32.91662,-68.737,-32.92213,-68.823
"-32.91662,-68.737",KM11,34,"-32.89165,-68.83",San Jose(Gy),61,-32.91662,-68.737,-32.89165,-68.83
"-32.91662,-68.737",KM11,34,"-32.89585,-68.838",Segunda seccion,62,-32.91662,-68.737,-32.89585,-68.838
"-32.91662,-68.737",KM11,34,"-32.86414,-68.859",Septima seccion,63,-32.91662,-68.737,-32.86414,-68.859
"-32.91662,-68.737",KM11,34,"-32.86417,-68.859",Sexta seccion,64,-32.91662,-68.737,-32.86417,-68.859
"-32.91662,-68.737",KM11,34,"-32.89138,-68.832",Tercera seccion,65,-32.91662,-68.737,-32.89138,-68.832
"-32.91662,-68.737",KM11,34,"-32.90409,-68.786",Villa Nueva,66,-32.91662,-68.737,-32.90409,-68.786
"-32.91662,-68.737",KM11,34,"-33.00842,-68.905",Vistalba,67,-32.91662,-68.737,-33.00842,-68.905
"-32.92745,-68.716",KM8,35,"-33.05324,-68.774",Barrancas,1,-32.92745,-68.716,-33.05324,-68.774
"-32.92745,-68.716",KM8,35,"-32.88204,-68.789",Belgrano,2,-32.92745,-68.716,-32.88204,-68.789
"-32.92745,-68.716",KM8,35,"-32.87568,-68.789",Bermejo,3,-32.92745,-68.716,-32.87568,-68.789
"-32.92745,-68.716",KM8,35,"-32.90076,-68.759",Buena Nueva,4,-32.92745,-68.716,-32.90076,-68.759
"-32.92745,-68.716",KM8,35,"-32.79679,-68.816",Capdevilla,5,-32.92745,-68.716,-32.79679,-68.816
"-32.92745,-68.716",KM8,35,"-32.90212,-68.761",Capilla del Rosario,6,-32.92745,-68.716,-32.90212,-68.761
"-32.92745,-68.716",KM8,35,"-32.96722,-68.835",Carrodilla,7,-32.92745,-68.716,-32.96722,-68.835
"-32.92745,-68.716",KM8,35,"-32.98629,-68.872",Chacras de Coria,8,-32.92745,-68.716,-32.98629,-68.872
"-32.92745,-68.716",KM8,35,"-32.86246,-68.859",Cieneguita,9,-32.92745,-68.716,-32.86246,-68.859
"-32.92745,-68.716",KM8,35,"-33.03039,-68.857",Ciudad (L),10,-32.92745,-68.716,-33.03039,-68.857
"-32.92745,-68.716",KM8,35,"-32.85997,-68.838",Ciudad (LH),11,-32.92745,-68.716,-32.85997,-68.838
"-32.92745,-68.716",KM8,35,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.92745,-68.716,-32.91051,-68.864
"-32.92745,-68.716",KM8,35,"-32.84074,-68.689",Colonia Segovia,13,-32.92745,-68.716,-32.84074,-68.689
"-32.92745,-68.716",KM8,35,"-32.99242,-68.748",Coquimbito,14,-32.92745,-68.716,-32.99242,-68.748
"-32.92745,-68.716",KM8,35,"-33.01568,-68.836",Cruz de Piedra,15,-32.92745,-68.716,-33.01568,-68.836
"-32.92745,-68.716",KM8,35,"-32.87931,-68.836",Cuarta seccion,16,-32.92745,-68.716,-32.87931,-68.836
"-32.92745,-68.716",KM8,35,"-32.89804,-68.831",Decima Seccion,17,-32.92745,-68.716,-32.89804,-68.831
"-32.92745,-68.716",KM8,35,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.92745,-68.716,-32.87049,-68.92
"-32.92745,-68.716",KM8,35,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.92745,-68.716,-32.88612,-68.916
"-32.92745,-68.716",KM8,35,"-32.88484,-68.917",Dorrego,20,-32.92745,-68.716,-32.88484,-68.917
"-32.92745,-68.716",KM8,35,"-32.84084,-68.8",El Algarrobal,21,-32.92745,-68.716,-32.84084,-68.8
"-32.92745,-68.716",KM8,35,"-32.8316,-68.763",El Borbollon,22,-32.92745,-68.716,-32.8316,-68.763
"-32.92745,-68.716",KM8,35,"-32.8625,-68.861",El challao,23,-32.92745,-68.716,-32.8625,-68.861
"-32.92745,-68.716",KM8,35,"-32.78552,-68.754",El Pastal,24,-32.92745,-68.716,-32.78552,-68.754
"-32.92745,-68.716",KM8,35,"-32.84099,-68.812",El Plumerillo,25,-32.92745,-68.716,-32.84099,-68.812
"-32.92745,-68.716",KM8,35,"-32.82836,-68.816",El Resguargo,26,-32.92745,-68.716,-32.82836,-68.816
"-32.92745,-68.716",KM8,35,"-32.86931,-68.76",El Sauce,27,-32.92745,-68.716,-32.86931,-68.76
"-32.92745,-68.716",KM8,35,"-32.85674,-68.809",El Zapallar,28,-32.92745,-68.716,-32.85674,-68.809
"-32.92745,-68.716",KM8,35,"-33.01207,-68.695",Fray Luis Beltran,29,-32.92745,-68.716,-33.01207,-68.695
"-32.92745,-68.716",KM8,35,"-32.95489,-68.819",General Gutierrez,30,-32.92745,-68.716,-32.95489,-68.819
"-32.92745,-68.716",KM8,35,"-32.94584,-68.719",General Ortega,31,-32.92745,-68.716,-32.94584,-68.719
"-32.92745,-68.716",KM8,35,"-32.94208,-68.86",Gobernador Venegas,32,-32.92745,-68.716,-32.94208,-68.86
"-32.92745,-68.716",KM8,35,"-32.91424,-68.78",jesus nazareno,33,-32.92745,-68.716,-32.91424,-68.78
"-32.92745,-68.716",KM8,35,"-32.91662,-68.737",KM11,34,-32.92745,-68.716,-32.91662,-68.737
"-32.92745,-68.716",KM8,35,"-32.91965,-68.681",La Primavera (Gy),36,-32.92745,-68.716,-32.91965,-68.681
"-32.92745,-68.716",KM8,35,"-32.96007,-68.854",La Puntilla,37,-32.92745,-68.716,-32.96007,-68.854
"-32.92745,-68.716",KM8,35,"-32.90863,-68.821",Las Canas,38,-32.92745,-68.716,-32.90863,-68.821
"-32.92745,-68.716",KM8,35,"-33.01647,-68.933",Las compuertas,39,-32.92745,-68.716,-33.01647,-68.933
"-32.92745,-68.716",KM8,35,"-32.95344,-68.824",Las Totugas,40,-32.92745,-68.716,-32.95344,-68.824
"-32.92745,-68.716",KM8,35,"-32.89755,-68.681",Los Corralitos,41,-32.92745,-68.716,-32.89755,-68.681
"-32.92745,-68.716",KM8,35,"-33.03072,-68.855",Lunlunta,42,-32.92745,-68.716,-33.03072,-68.855
"-32.92745,-68.716",KM8,35,"-32.95332,-68.819",Luzuriaga,43,-32.92745,-68.716,-32.95332,-68.819
"-32.92745,-68.716",KM8,35,"-32.9677,-68.833",Maipu,44,-32.92745,-68.716,-32.9677,-68.833
"-32.92745,-68.716",KM8,35,"-33.02901,-68.856",Mayor Drummond,45,-32.92745,-68.716,-33.02901,-68.856
"-32.92745,-68.716",KM8,35,"-32.90021,-68.868",Novena seccion,46,-32.92745,-68.716,-32.90021,-68.868
"-32.92745,-68.716",KM8,35,"-32.89188,-68.801",Nueva Ciudad,47,-32.92745,-68.716,-32.89188,-68.801
"-32.92745,-68.716",KM8,35,"-32.86404,-68.861",Octava seccion,48,-32.92745,-68.716,-32.86404,-68.861
"-32.92745,-68.716",KM8,35,"-32.8378,-68.827",Panquehua,49,-32.92745,-68.716,-32.8378,-68.827
"-32.92745,-68.716",KM8,35,"-32.87572,-68.816",Pedro Molina,50,-32.92745,-68.716,-32.87572,-68.816
"-32.92745,-68.716",KM8,35,"-33.05575,-68.872",Perdriel,51,-32.92745,-68.716,-33.05575,-68.872
"-32.92745,-68.716",KM8,35,"-32.94225,-68.864",Presidente Sarmiento,52,-32.92745,-68.716,-32.94225,-68.864
"-32.92745,-68.716",KM8,35,"-32.88741,-68.842",Primera Seccion,53,-32.92745,-68.716,-32.88741,-68.842
"-32.92745,-68.716",KM8,35,"-32.86914,-68.681",Puente de Hierro,54,-32.92745,-68.716,-32.86914,-68.681
"-32.92745,-68.716",KM8,35,"-32.89778,-68.854",Quinta seccion,55,-32.92745,-68.716,-32.89778,-68.854
"-32.92745,-68.716",KM8,35,"-32.91688,-68.741",Rodeo de La Cruz,56,-32.92745,-68.716,-32.91688,-68.741
"-32.92745,-68.716",KM8,35,"-32.9765,-68.688",Rodeo del medio,57,-32.92745,-68.716,-32.9765,-68.688
"-32.92745,-68.716",KM8,35,"-33.0051,-68.778",Russel,58,-32.92745,-68.716,-33.0051,-68.778
"-32.92745,-68.716",KM8,35,"-32.92941,-68.827",San Francisco del Monte,59,-32.92745,-68.716,-32.92941,-68.827
"-32.92745,-68.716",KM8,35,"-32.92213,-68.823",San Francisco del Monte (Gy,60,-32.92745,-68.716,-32.92213,-68.823
"-32.92745,-68.716",KM8,35,"-32.89165,-68.83",San Jose(Gy),61,-32.92745,-68.716,-32.89165,-68.83
"-32.92745,-68.716",KM8,35,"-32.89585,-68.838",Segunda seccion,62,-32.92745,-68.716,-32.89585,-68.838
"-32.92745,-68.716",KM8,35,"-32.86414,-68.859",Septima seccion,63,-32.92745,-68.716,-32.86414,-68.859
"-32.92745,-68.716",KM8,35,"-32.86417,-68.859",Sexta seccion,64,-32.92745,-68.716,-32.86417,-68.859
"-32.92745,-68.716",KM8,35,"-32.89138,-68.832",Tercera seccion,65,-32.92745,-68.716,-32.89138,-68.832
"-32.92745,-68.716",KM8,35,"-32.90409,-68.786",Villa Nueva,66,-32.92745,-68.716,-32.90409,-68.786
"-32.92745,-68.716",KM8,35,"-33.00842,-68.905",Vistalba,67,-32.92745,-68.716,-33.00842,-68.905
"-32.91965,-68.681",La Primavera (Gy),36,"-33.05324,-68.774",Barrancas,1,-32.91965,-68.681,-33.05324,-68.774
"-32.91965,-68.681",La Primavera (Gy),36,"-32.88204,-68.789",Belgrano,2,-32.91965,-68.681,-32.88204,-68.789
"-32.91965,-68.681",La Primavera (Gy),36,"-32.87568,-68.789",Bermejo,3,-32.91965,-68.681,-32.87568,-68.789
"-32.91965,-68.681",La Primavera (Gy),36,"-32.90076,-68.759",Buena Nueva,4,-32.91965,-68.681,-32.90076,-68.759
"-32.91965,-68.681",La Primavera (Gy),36,"-32.79679,-68.816",Capdevilla,5,-32.91965,-68.681,-32.79679,-68.816
"-32.91965,-68.681",La Primavera (Gy),36,"-32.90212,-68.761",Capilla del Rosario,6,-32.91965,-68.681,-32.90212,-68.761
"-32.91965,-68.681",La Primavera (Gy),36,"-32.96722,-68.835",Carrodilla,7,-32.91965,-68.681,-32.96722,-68.835
"-32.91965,-68.681",La Primavera (Gy),36,"-32.98629,-68.872",Chacras de Coria,8,-32.91965,-68.681,-32.98629,-68.872
"-32.91965,-68.681",La Primavera (Gy),36,"-32.86246,-68.859",Cieneguita,9,-32.91965,-68.681,-32.86246,-68.859
"-32.91965,-68.681",La Primavera (Gy),36,"-33.03039,-68.857",Ciudad (L),10,-32.91965,-68.681,-33.03039,-68.857
"-32.91965,-68.681",La Primavera (Gy),36,"-32.85997,-68.838",Ciudad (LH),11,-32.91965,-68.681,-32.85997,-68.838
"-32.91965,-68.681",La Primavera (Gy),36,"-32.91051,-68.864",Ciudad de Godoy Cruz,12,-32.91965,-68.681,-32.91051,-68.864
"-32.91965,-68.681",La Primavera (Gy),36,"-32.84074,-68.689",Colonia Segovia,13,-32.91965,-68.681,-32.84074,-68.689
"-32.91965,-68.681",La Primavera (Gy),36,"-32.99242,-68.748",Coquimbito,14,-32.91965,-68.681,-32.99242,-68.748
"-32.91965,-68.681",La Primavera (Gy),36,"-33.01568,-68.836",Cruz de Piedra,15,-32.91965,-68.681,-33.01568,-68.836
"-32.91965,-68.681",La Primavera (Gy),36,"-32.87931,-68.836",Cuarta seccion,16,-32.91965,-68.681,-32.87931,-68.836
"-32.91965,-68.681",La Primavera (Gy),36,"-32.89804,-68.831",Decima Seccion,17,-32.91965,-68.681,-32.89804,-68.831
"-32.91965,-68.681",La Primavera (Gy),36,"-32.87049,-68.92",Decimo Primera Seccion,18,-32.91965,-68.681,-32.87049,-68.92
"-32.91965,-68.681",La Primavera (Gy),36,"-32.88612,-68.916",Decimo Segunda Seccion,19,-32.91965,-68.681,-32.88612,-68.916
"-32.91965,-68.681",La Primavera (Gy),36,"-32.88484,-68.917",Dorrego,20,-32.91965,-68.681,-32.88484,-68.917
"-32.91965,-68.681",La Primavera (Gy),36,"-32.84084,-68.8",El Algarrobal,21,-32.91965,-68.681,-32.84084,-68.8
"-32.91965,-68.681",La Primavera (Gy),36,"-32.8316,-68.763",El Borbollon,22,-32.91965,-68.681,-32.8316,-68.763
"-32.91965,-68.681",La Primavera (Gy),36,"-32.8625,-68.861",El challao,23,-32.91965,-68.681,-32.8625,-68.861
"-32.91965,-68.681",La Primavera (Gy),36,"-32.78552,-68.754",El Pastal,24,-32.91965,-68.681,-32.78552,-68.754
"-32.91965,-68.681",La Primavera (Gy),36,"-32.84099,-68.812",El Plumerillo,25,-32.91965,-68.681,-32.84099,-68.812
"-32.91965,-68.681",La Primavera (Gy),36,"-32.82836,-68.816",El Resguargo,26,-32.91965,-68.681,-32.82836,-68.816
"-32.91965,-68.681",La Primavera (Gy),36,"-32.86931,-68.76",El Sauce,27,-32.91965,-68.681,-32.86931,-68.76
"-32.91965,-68.681",La Primavera (Gy),36,"-32.85674,-68.809",El Zapallar,28,-32.91965,-68.681,-32.85674,-68.809
"-32.91965,-68.681",La Primavera (Gy),36,"-33.01207,-68.695",Fray Luis Beltran,29,-32.91965,-68.681,-33.01207,-68.695
"-32.91965,-68.681",La Primavera (Gy),36,"-32.95489,-68.819",General Gutierrez,30,-32.91965,-68.681,-32.95489,-68.819
"-32.91965,-68.681",La Primavera (Gy),36,"-32.94584,-68.719",General Ortega,31,-32.91965,-68.681,-32.94584,-68.719
"-32.91965,-68.681",La Primavera (Gy),36,"-32.94208,-68.86",Gobernador Venegas,32,-32.91965,-68.681,-32.94208,-68.86
"-32.91965,-68.681",La Primavera (Gy),36,"-32.91424,-68.78",jesus nazareno,33,-32.91965,-68.681,-32.91424,-68.78
"-32.91965,-68.681",La Primavera (Gy),36,"-32.91662,-68.737",KM11,34,-32.91965,-68.681,-32.91662,-68.737
"-32.91965,-68.681",La Primavera (Gy),36,"-32.92745,-68.716",KM8,35,-32.91965,-68.681,-32.92745,-68.716
"-32.91965,-68.681",La Primavera (Gy),36,"-32.96007,-68.854",La Puntilla,37,-32.91965,-68.681,-32.96007,-68.854
